1,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
2,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
3,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
4,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
5,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
6,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
7,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
8,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
9,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
10,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
11,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
12,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
13,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
14,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
15,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
16,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
17,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
18,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,19,16,18,17,18,16,18,23,16,22,17,15,17,17,18,19,16,15,14,18,16,18,18,11,21,15,21,18,12,17,17,18,20,18,16,16,17,19,16,16,19,17,17,16,16,17,14,17,19,18,16,15,18,13,21,16,17,15,15,19,18,20,17,17,18,16,14,18,18,17,16,15,18,15,17,17,18,17,20,19,19,16,15,17,16,17,15,16,19,16,14,19,16,19,20,18,18,16,18,17
19,15,9,7,13,11,20,16,28,14,22,11,13,20,19,3,19,20,17,5,13,22,3,20,17,23,12,24,22,13,14,21,12,17,17,7,13,7,36,10,22,13,14,13,25,19,32,9,18,15,31,19,15,6,7,30,8,21,21,22,7,2,7,15,12,11,10,22,24,16,11,26,19,17,27,24,17,21,21,19,18,14,29,10,16,14,13,24,17,17,19,10,8,16,23,20,2,15,32,17,19,26,30,24,17,32,29,30,22,30,26,26,14,34,19,22,13,20,30,25,23,27,22,17,24,32,20,20,28,25,27,27,26,20,31,20,21,26,28,28,26,19,31,31,19,21,18,32,31,18,34,24,25,26,19,26,24,25,24,19,15,23,22,14,24,24,30,28,15,25,18,27,20,18,31,15,23,8,23,26,25,18,19,31,26,21,24,29,29,22,26,29,32,26,28,20,30,17,26,25,30
